"","Query","Tax","Matching","MapQ","AS.max"
"25","003960d7-fa15-4038-9566-07b9450d0225","Lactobacillus_fermentum",84.3324250681199,1,1502
"29","00422214-61f7-400e-8b2e-d70d1eeef6ef","Lactobacillus_paracasei",90.0145772594752,1,1880
"30","004d7f31-3a2f-4900-ad37-777012ce5b92","Lactobacillus_casei",95.5540355677155,0,2502
"35","00779f65-34d6-423e-a8b1-0c80409068ca","Lactobacillus_paracasei",93.3333333333333,1,2310
"37","0094b3c2-8b64-4b17-b5b2-fe2edcdf03b3","Enterococcus_faecium",84.7192608386638,0,1482
"41","00b357d6-df21-4f87-b8a4-e0fcd538a646","Lactobacillus_paracasei",86.2116040955631,1,1666
"47","00c09ecd-dcff-4716-a150-3cda6ad31e98","Lactobacillus_paracasei",86.8995633187773,31,1606
"49","00c644ad-1b74-40fe-877c-68f88b950f2b","Lactobacillus_casei",88.4462151394422,0,1942
"56","00c72674-74a9-47ae-8b5b-b5f2423a64f3","Lactobacillus_paracasei",84.636488340192,0,1490
"60","00cf771a-6177-4c8a-89a4-f2d55d87754e","Lactobacillus_fermentum",93.1787175989086,9,2282
"62","00dfe173-9874-42ac-8606-013ea7fb3706","Lactobacillus_casei",94.3874058863792,0,2400
"67","00eda208-2675-4575-9a53-493ec227a729","Pediococcus_pentosaceus",89.3044128646223,6,1776
"70","00ef5d73-16bb-4c73-92fb-987920c70ebe","Lactobacillus_paracasei",91.3204747774481,1,1938
"71","00f8107e-493b-4e75-931d-10db3ffc5da3","Lactobacillus_casei",93.070044709389,0,2080
"76","0107400e-d63d-445f-9bc7-49d9dc4cc497","Lactobacillus_fermentum",78.1656399726215,0,972
"78","0109eff6-5450-4bc3-844a-692fe6d2b142","Lactobacillus_fermentum",87.9610299234516,0,1804
"84","011696e6-ef2a-4632-9f36-b7962f392320","Lactobacillus_casei",85.2190974493133,1,1678
"92","0129193d-cb47-414a-99fa-f274c9c45f6c","Lactobacillus_buchneri",86.7243867243867,1,1630
"94","01314c7c-f692-4c6b-a61c-9cd35e27ecf6","Lactobacillus_fermentum",84.1750841750842,1,1532
"101","014769eb-ef4b-4d3e-9eaa-4c6a3d4f84ab","Lactobacillus_fermentum",81.6599732262383,0,1256
"105","0154940a-2ec7-4d41-89a2-26acbb6e2f5c","Lactobacillus_fermentum",88.6805555555556,0,1848
"109","0156f6ce-4cb3-4143-9cbd-2209991bbf5f","Lactobacillus_casei",89.8550724637681,0,1872
"114","01638bfc-8af4-4f72-993d-7a6b8668b2bf","Lactobacillus_paracasei",94.5778997940975,0,2394
"118","01656cbc-e4ea-4ce2-aa93-9acb020c0fcd","Lactobacillus_brevis",85.8327053504145,0,1480
"122","018464c0-d721-4190-85c8-ac9c953c9ba6","Pediococcus_pentosaceus",83.824586628325,1,1467
"126","018c0bd0-d228-42d2-ad67-b37ad640acc6","Lactobacillus_fermentum",90.4054054054054,7,2080
"129","018f6b4a-8375-47f2-9729-7d8a4c519294","Lactobacillus_fermentum",91.4285714285714,0,2170
"133","01964f38-7cb4-429c-92da-a55653d56afd","Lactobacillus_casei",91.8774966711052,0,2212
"136","0198d075-72f7-4444-977b-d1702ceb3323","Lactobacillus_casei",87.6190476190476,0,1780
"143","019c7de6-59a4-4466-8217-b5fafa600219","Lactobacillus_fermentum",93.7244201909959,9,2338
"149","01a15453-033a-4d7d-8c04-6108a043382d","Lactobacillus_oris",80.7457627118644,1,1172
"151","01a8a16d-f367-4f77-ace8-f105d4777ce5","Lactobacillus_paracasei",83.0802603036876,0,1294
"157","01b17dc6-2f2e-4546-a983-d493a4e5d0bc","Lactobacillus_paracasei",89.1724137931034,1,1908
"158","01c95263-64c8-448d-b771-a62b0e7cc4f0","Lactobacillus_casei",92.0757363253857,0,2138
"165","01ef0adf-299c-4cf9-9ffd-a5dae0c6c6d2","Lactobacillus_buchneri",91.4368650217707,1,2022
"167","01fef577-e6fa-46f7-81b1-2aea7b54edc0","Lactobacillus_casei",94.2955326460481,0,2370
"171","01ff58d9-028c-4e02-a34e-e61fe346b01a","Lactobacillus_casei",90.954415954416,0,1984
"176","02008962-2343-40d7-84d8-1a8b2bb4d491","Lactobacillus_buchneri",87.673231218089,0,1688
"181","02019b07-268d-43a1-8aea-f322ec3c8491","Lactobacillus_fermentum",92.6058865757358,0,2130
"185","0215e8ac-71bf-4ba9-9d72-85c2073131e4","Lactobacillus_fermentum",95.4046639231824,0,2464
"188","021884dd-37b1-4977-a417-3a104885c7c9","Lactobacillus_casei",77.6960784313726,0,1032
"196","021ed9ea-cd57-47bc-a5d7-5cb790166ed0","Lactobacillus_rhamnosus",78.3982365907421,0,938
"201","0247bc61-8d9f-4e29-a73d-1c49a4383502","Lactobacillus_buchneri",92.4386920980926,1,2224
"202","024cc197-e4fd-4b32-8309-2d2c121a27e8","Lactobacillus_casei",85.9649122807018,0,1792
"210","024f2f19-c292-4477-8dca-daad17aff811","Lactobacillus_paracasei",87.3554913294798,1,1662
"215","0251968c-dedd-43a9-a782-3f5e24b82ac5","Lactobacillus_salivarius",86.039886039886,0,1616
"220","0273af89-67a3-477e-8f85-be1e1480e784","Lactobacillus_paracasei",85.7816182246661,1,1420
"224","02819b7a-3de8-4e48-9101-a1870ddd75b5","Lactobacillus_paracasei",89.6774193548387,7,2110
"226","0287e1cf-455f-4f50-b073-62b27533c527","Lactobacillus_gasseri",80.2846975088968,0,1096
"230","02a07d8c-be28-49c0-9fe5-4922eb95ad8b","Lactobacillus_fermentum",94.7658402203857,0,2410
"234","02bdf975-7960-4b7e-a673-32603d2a660a","Lactobacillus_fermentum",94.8489010989011,0,2432
"236","02c7387d-d408-44e0-9324-a0c41519aab3","Lactobacillus_fermentum",94.0451745379877,0,2378
"242","02c98658-f5db-4c8e-9a37-887e777abbf8","Lactobacillus_oris",87.8766140602582,0,1722
"243","02d956ed-d457-494a-a8a9-b1d4dd7c71f4","Lactobacillus_casei",93.4738273283481,0,2320
"246","02f0381e-1cdd-4ba7-b31c-446f9fdb3897","Lactobacillus_fermentum",83.972602739726,0,1500
"248","02f17b1e-b514-449e-8957-d8e414a73cdc","Lactobacillus_casei",92.7769985974755,0,2202
"254","02f8453f-950a-4e0b-98db-825b29cd2310","Lactobacillus_casei",90.6945380984491,0,2082
"260","0315070f-6730-42af-93fa-0f80540c4fa1","Lactobacillus_paracasei",92.2769640479361,1,2266
"261","033f514c-0e95-475f-b139-90512a36f697","Lactobacillus_casei",93.972602739726,0,2352
"266","033f6c8c-a7fb-4672-bacb-0e9c238f0a03","Lactobacillus_plantarum",81.9350473612991,0,1268
"273","034b0cbb-29a1-415b-b714-df215dd7180a","Lactobacillus_paracasei",87.2340425531915,1,1780
"274","035caeca-2b88-472e-9af8-746adfbccfaf","Lactobacillus_paracasei",88.6847905951506,0,1762
"279","03644b03-68dd-4fa7-995e-54b2d77cf6f2","Lactobacillus_casei",82.0846905537459,0,1356
"286","036731b3-368a-42e2-ae72-40e9db31f529","Lactobacillus_rhamnosus",78.8211103495545,1,1008
"288","0369ea9f-c9d2-4b38-a390-22ac575a5927","Lactobacillus_casei",86.3253402462735,0,1784
"292","036fab16-8557-46ce-8602-8ef26578c2f2","Lactobacillus_casei",92.8815879534565,0,2260
"296","037d5073-03be-49b3-b1a2-891a33a3d74d","Lactobacillus_casei",91.7349726775956,0,2168
"298","038ea27e-1916-489a-9a4a-94d3e1dff92a","Lactobacillus_casei",95.8904109589041,0,2534
"300","03b520d6-a69a-4a3d-bfc1-491c2ee0042b","Lactobacillus_casei",89.8211829436038,0,1990
"307","03fd5e63-f972-463c-a7e3-b54cd6ebee4f","Lactobacillus_paracasei",92.1608725289707,0,2194
"310","04108976-bb47-4500-9f46-06bc617bc4e6","Lactobacillus_fermentum",88.956228956229,0,1958
"315","04209bca-f535-4b53-bacf-7a292753e358","Lactobacillus_fermentum",89.8061737257717,0,1898
"319","042998ca-445e-41cd-90c2-88fa86130cfb","Lactobacillus_fermentum",92.5474254742547,0,2268
"323","0452c544-65f7-496f-88f7-b60c118f212e","Lactobacillus_casei",86.2849533954727,0,1726
"329","045b6d38-9833-406e-8982-01fad75dbaa8","Lactobacillus_buchneri",87.2570194384449,0,1682
"330","047d3ec5-2364-4881-ba8f-310ea1350929","Lactobacillus_casei",92.0980926430518,0,2192
"335","04834074-b524-4685-93e5-e68da9455f35","Lactobacillus_paracasei",90.4657933042213,9,1928
"337","0484a214-dc25-44d1-b431-c7d1ff4cdbb0","Lactobacillus_casei",87.6912378303199,0,1754
"343","048b8f8c-7dc7-4b23-b612-a4e862a286ca","Lactobacillus_brevis",86.0353130016051,0,1464
"345","049b9cae-c3ad-4fa1-a572-6f6d4bc065fb","Enterococcus_avium",78.3422459893048,0,998
"350","04a83345-3f8c-4759-9ac8-0b874a2ac5c2","Lactobacillus_casei",92.4501424501425,0,2116
"355","04a965bc-c530-43a7-816c-a4345cc4be61","Lactobacillus_paracasei",84.1095890410959,1,1490
"357","04b81b78-8347-42a3-8ec5-c039affedcde","Lactobacillus_casei",93.1459904043866,0,2274
"363","04d02c4f-6d3f-446d-9bc4-72eec77b8e86","Lactobacillus_fermentum",95.0718685831622,11,2484
"366","04f72632-7c90-419a-87dd-6c38f8d5f026","Lactobacillus_casei",92.7076299797434,0,2282
"372","050b8d78-c5b1-4ff8-8c47-a39b53bfc582","Lactobacillus_fermentum",92.3751686909582,0,2252
"376","05125dab-44be-495c-b21f-e8e4fed970bf","Lactobacillus_fermentum",84.416403785489,1,1612
"379","052d2520-4dcb-443f-9e7e-0c531ee1daa2","Lactobacillus_fermentum",84.0819542947202,0,1264
"382","053024c1-94b5-45d6-bf0e-ec8e87d62674","Lactobacillus_casei",86.9502523431867,0,1640
"390","0546b5ad-b5a8-46ee-8977-7bda165e1ab5","Lactobacillus_paracasei",89.683734939759,0,1786
"393","05586fce-b5a7-4b74-901c-a2bcbcd4e9c5","Lactobacillus_fermentum",93.0379746835443,0,2216
"397","05674de3-0572-4004-81d8-0d9db41aa8ec","Lactobacillus_fermentum",94.7440273037543,0,2440
"401","056a5c39-0cb4-4fc7-b8da-ea6846771252","Lactobacillus_casei",87.0320855614973,0,1774
"407","056bcb7a-fca1-4be9-90a6-10bfe81a154c","Lactobacillus_rhamnosus",88.1450488145049,0,1794
"408","05706b68-d5de-4903-8a3b-e46f9bff15ce","Lactobacillus_casei",87.8369039391845,0,1806
"414","05b4440a-1628-40bb-bb1c-9ed284cc2e49","Lactobacillus_paracasei",93.4437543133195,13,2292
"416","05d42cdf-a7b4-4b6d-b4bc-eac2fc920781","Lactobacillus_casei",94.1496598639456,0,2382
"419","05d6a828-e4f3-49f8-ba42-7bd0d28bc31c","Lactobacillus_casei",94.614860259032,0,2448
"422","05de58f8-ac6e-48dc-9904-5895bb93d7ba","Lactobacillus_casei",90.4826648538409,1,2054
"429","05e52183-3bb6-4a7e-ad1b-65b105cf9e66","Lactobacillus_casei",81.3218390804598,0,1136
"432","05f80343-ecd7-4b73-86be-7edc47caaf6a","Lactobacillus_casei",87.8517501715855,0,1788
"439","0601bce5-67ad-4fd9-b872-eedf20277279","Lactobacillus_paracasei",86.6577718478986,0,1754
"444","060ee258-af61-4764-bea1-611451a9649b","Lactobacillus_paracasei",92.8916494133885,1,2244
"446","06649d2f-890f-4fdf-949c-43a924b7cb45","Lactobacillus_fermentum",92.6051560379918,0,2252
"450","0679de6e-927f-466b-a2d2-e6ed73674ffb","Lactobacillus_fermentum",84.8844884488449,1,1600
"457","06874653-49ac-4849-9df6-53b1f1752446","Lactobacillus_buchneri",85.06075768406,1,1514
"459","068779d1-622e-4c81-a54f-a269bcdcecef","Lactobacillus_casei",87.5632682574114,0,1678
"464","06b60264-3c45-4f6f-b000-fa89c8c2cd5d","Lactobacillus_fermentum",94.0013183915623,0,2470
"469","06cbf8b5-2f21-478c-822c-6cd5204a2106","Lactobacillus_delbrueckii",88.4668508287293,0,1836
"474","06e4a968-8f67-4a13-b03d-a0b1d90af192","Pediococcus_claussenii",84.7715736040609,0,1456
"478","06e5f5fe-827e-4fe0-aff6-41a290a34c91","Lactobacillus_fermentum",89.3979057591623,0,2038
"482","06e6d691-7f5e-4b0b-a056-473d5c2935e8","Lactobacillus_rhamnosus",86.8693849343469,0,1692
"483","06ffc8a9-1737-4fcf-817c-ba8a41039bef","Lactobacillus_casei",93.3333333333333,0,2312
"489","0708f631-9f8c-48e5-87ef-ed8ea325bf85","Lactobacillus_delbrueckii",88.5653409090909,0,1802
"491","071a12c5-f0e5-422b-8249-437eea2c1a67","Lactobacillus_casei",94.9014276002719,0,2474
"493","0731ca0f-9b2c-4d87-869f-5b4e968d4a26","Lactobacillus_casei",94.9419002050581,0,2456
"498","0737eb31-54a3-441e-ae3d-00925151967d","Pediococcus_claussenii",83.6427939876216,0,1082
"502","0739b516-2a81-4876-a28c-b28ba23bbafb","Lactobacillus_buchneri",81.9462227912932,1,1428
"504","073aeba2-5c19-4cde-91cd-39e345dbe16d","Lactobacillus_casei",92.1917808219178,0,2188
"510","075519f7-3080-4a64-be2a-6242d702dddf","Lactobacillus_fermentum",94.640434192673,9,2434
"511","07683d4f-053d-405c-8ca7-4a54b734c0d3","Lactobacillus_casei",88.8728323699422,0,1780
"519","076e2df3-d8bd-461b-b3ee-5f9dc6f88f97","Lactobacillus_buchneri",85.1797505502568,1,1470
"525","0775745e-2cc7-459a-93aa-bf85e2a6b3d0","Lactobacillus_casei",87.5,2,1726
"529","0779b246-50da-4ce0-9295-887ecb491eb1","Lactobacillus_fermentum",96.01921757035,0,2532
"533","07baddd6-dc94-42f2-bd17-99c1e104c331","Lactobacillus_fermentum",89.8648648648649,0,2006
"536","07fb1151-025a-4937-89f7-e8f7c21d7a45","Lactobacillus_casei",88.5257301808067,0,1812
"540","07fd7d84-0fc7-4e02-8d69-d2361a89fb68","Lactobacillus_casei",89.0573500329598,0,2008
"546","08194e2c-5d2e-42f2-adfc-1406c02f69bd","Pediococcus_pentosaceus",81.7273376159886,1,1194
"551","081fdfb3-5f2c-4a0b-a571-c06427598c45","Lactobacillus_rhamnosus",86.607799852833,9,1558
"552","08257e55-f368-4af3-a0d6-de4b98f3f637","Lactobacillus_casei",91.638341264446,0,2172
"557","082e353d-e0da-4b84-a62d-52e4d429d255","Lactobacillus_fermentum",92.9058663028649,1,2296
"562","082e76bc-0698-4601-8055-b2357cec6dc7","Lactobacillus_delbrueckii",92.0714285714286,1,2102
"563","08359b29-cff5-4f45-895a-04dc6f2b8aa7","Lactobacillus_casei",90.2043692741367,0,1956
"570","0835a216-03ac-40a2-9227-463339636321","Lactobacillus_paracasei",88.0442294402211,1,1784
"572","084bb706-915b-4467-9f83-336f52ed5cd4","Lactobacillus_casei",86.6125760649087,0,1700
"575","084ecdb0-2071-4972-9b44-ec5fbbb824f5","Lactobacillus_casei",91.7525773195876,0,2146
"579","088e02c3-3314-49e2-b96c-cd6214808fdb","Lactobacillus_fermentum",94.851904090268,3,2352
"582","08abfaeb-d560-4415-af18-d5ecdeb38d2d","Lactobacillus_fermentum",90.2834008097166,0,2042
"585","08c517a7-94c3-4dde-8c8d-910065202ed8","Lactobacillus_rhamnosus",89.311957247829,1,2008
"588","08d4ada4-2d29-419e-a6a7-2945a3119568","Lactobacillus_casei",91.162474507138,0,2114
"591","090a7dab-9804-4963-984c-6fd13d322240","Lactobacillus_casei",93.1710615280595,0,2290
"597","0939c043-165c-4fc8-a7cb-9723b57ed7dc","Lactobacillus_buchneri",88.1789137380192,1,1592
"600","0940d43f-9fc5-4a8e-aa5d-e11c8db2d659","Lactobacillus_casei",92.9500342231348,0,2256
"604","0953c750-7d26-4496-84ca-e838c3ee71f0","Lactobacillus_fermentum",95.1502732240437,4,2480
"606","095a03b2-d2d4-446d-ae8e-bac390fcd077","Lactobacillus_casei",93.8900203665988,0,2372
"611","0965283f-6829-44ed-b98c-f1b53e16f694","Lactobacillus_fermentum",94.9828178694158,0,2446
"617","096f715a-bd05-484e-8e83-00c0c83d974a","Pediococcus_claussenii",79.4783802333562,1,1076
"620","09abe02b-2756-45be-bd34-a2559588b009","Lactobacillus_fermentum",95.3135768435562,11,2458
"624","09c77468-1476-4d9b-8a61-33610e5127c5","Lactobacillus_fermentum",92.9548563611491,10,2270
"628","09d3c1c7-e609-497d-a5d1-1313425e2fd2","Lactobacillus_fermentum",80.1075268817204,0,1170
"631","09d4e853-3020-485d-91fb-4fe5672a3e13","Lactobacillus_casei",92.1928038017651,0,2226
"635","09ec6b85-5b3a-464b-9322-418cd46f9d73","Lactobacillus_fermentum",93.1081081081081,10,2314
"640","09f2044c-f72c-4e69-b71a-7ad8eb13076b","Lactobacillus_paracasei",88.9945652173913,13,1920
"642","09f427ec-5c59-4516-ab90-cc1458965f9e","Lactobacillus_fermentum",89.6251673360107,0,1982
"646","09fb3c22-631c-4d0c-b876-93dda7743b80","Lactobacillus_buchneri",84.6621108580106,0,1394
"648","0a02f02a-c157-4450-b7b8-9d1c27f92e05","Lactobacillus_casei",86.4383561643835,0,1660
"655","0a048a4f-1af9-4cba-b9c9-fcdcbe9a9a91","Lactobacillus_plantarum",88.8140161725067,0,1924
"659","0a0d204c-b1b1-4f9c-ad92-0cd982a7686d","Lactobacillus_fermentum",85.2543464262717,1,1688
"663","0a256120-16a1-43a0-b298-23c1a891fc93","Lactobacillus_buchneri",88.0727272727273,1,1734
"665","0a2eccd4-948d-4711-b09f-3005d5e2af61","Lactobacillus_casei",90.5832747716093,0,1992
"670","0a46abb1-fa79-48d8-99e1-a795de041f16","Lactobacillus_fermentum",94.113620807666,1,2366
"674","0a4985cb-2ab4-4eba-b972-353e8e31a201","Lactobacillus_fermentum",84.8011363636364,0,1478
"677","0a503c6f-e2fb-461d-abdc-ec8e1939826c","Lactobacillus_casei",91.8149466192171,0,2064
"687","0a50b836-2880-4d2e-aa0e-c5a030391503","Lactobacillus_paracasei",84.8979591836735,1,1538
"691","0a55022f-fb1b-464e-bb59-b3996fa879bc","Lactobacillus_rhamnosus",87.28984532616,0,1810
"695","0a6b1e5a-2357-45fc-9a68-75f150b505fb","Pediococcus_pentosaceus",76.3026409707352,0,748
"698","0a6c675c-b333-4d1a-a56c-5a9cd297d76e","Lactobacillus_fermentum",91.4423740510697,0,2108
"701","0a7bce76-d54c-4a11-a0b2-5277a84058c9","Lactobacillus_casei",93.4210526315789,0,2274
"706","0a8409ad-3bf9-44db-ad7c-3fb60620dab4","Lactobacillus_fermentum",93.8900203665988,0,2366
"712","0aa8829f-39a9-42a8-adf4-55ea538a78ff","Lactobacillus_paracasei",94.6428571428571,8,2386
"713","0abefe13-269f-4d70-a88c-f4247eb4dd2f","Lactobacillus_casei",94.3487250172295,0,2388
"715","0acc1475-6480-4890-9f30-fb104003a2e8","Lactobacillus_casei",94.1379310344828,0,2340
"719","0ad533b6-8eb5-419f-ae71-7b1d646dcf9b","Lactobacillus_buchneri",86.8382352941177,1,1592
"727","0ae3785f-6d7c-4829-ad87-1d5fe93f5772","Lactobacillus_brevis",77.9160186625194,0,808
"730","0ae9f7df-4bc7-4a79-8963-209a19ddb23a","Lactobacillus_paracasei",83.2992501704158,1,1448
"735","0af1662b-05e1-4f68-82d7-3e3cdb678987","Lactobacillus_fermentum",89.3939393939394,0,1938
"740","0b0cafbe-e9d9-409f-b85b-6062a656da3b","Lactobacillus_fermentum",93.8524590163934,0,2356
"745","0b12d892-8fc3-4bcf-87b9-318fafddd0fd","Lactobacillus_paracasei",91.4951989026063,0,2126
"748","0b220bd9-44bb-42d8-afaf-3647f3207f38","Lactobacillus_paracasei",94.8630136986301,0,2420
"753","0b33a119-0ca9-4777-a3f7-97d3dd289dcb","Lactobacillus_fermentum",91.5989159891599,1,2148
"755","0b45a2dd-7c23-493c-8a0b-55ca01ecffcf","Lactobacillus_casei",94.3719972546328,0,2382
"760","0b4961e3-15de-4e44-8838-0b00b446033b","Lactobacillus_fermentum",95.1186440677966,10,2466
"767","0b5571cf-d31f-4068-9436-03cc679542ea","Lactobacillus_paracasei",81.2262958280657,1,1374
"768","0b7ba682-4486-429b-8909-37f3d6339492","Lactobacillus_casei",84.4886753603295,0,1502
"773","0b940187-b8f9-4d99-8175-55ff4c42c371","Lactobacillus_casei",86.139896373057,0,1762
"779","0ba74518-bb37-4738-be20-5816578b67f1","Lactobacillus_fermentum",93.296853625171,0,2288
"783","0ba79573-f77b-4b1e-a3c5-078974361c8b","Lactobacillus_casei",91.8478260869565,1,2152
"786","0bac4e8d-b5e5-4802-b0ba-e7a851ac6b30","Lactobacillus_paracasei",91.286589516678,5,2166
"792","0bdf8384-aa6f-4fff-8ce8-10cd880cea4e","Lactobacillus_casei",83.088749126485,1,1362
"795","0c01fee1-7c0b-4d79-a22a-dfb821804772","Lactobacillus_casei",93.5860058309038,0,2178
"799","0c0514b4-b457-48fe-81ab-7161d54e90e7","Lactobacillus_casei",92.4335378323108,0,2222
"804","0c3d0e9e-9368-45e8-9e09-f65b2b644bc9","Lactobacillus_delbrueckii",89.9256254225828,1,2004
"807","0c41692b-caff-4555-9ed0-4af36f6fb360","Lactobacillus_fermentum",85.3658536585366,0,1552
"810","0c473f72-255a-4d7e-bd78-47ff446c594d","Lactobacillus_casei",94.3228454172367,0,2410
"816","0c5b60d9-1df6-4c7d-8189-37aa20ec846d","Lactobacillus_paracasei",91.660970608339,0,2164
"817","0c640f15-5534-4ade-b88a-bc6762623646","Lactobacillus_casei",93.7449879711307,0,2000
"821","0c6e9ce2-ffbb-485e-95c8-b2549bb8406c","Lactobacillus_salivarius",86.5755627009646,1,1450
"824","0ca48008-1ac1-44e7-b8e3-4592fa011785","Lactobacillus_fermentum",96.9135802469136,6,2626
"830","0cb3348c-cc11-4711-aa9d-a17c9112e8ed","Pediococcus_pentosaceus",84.8812095032397,1,1496
"833","0ccf94c7-b3f7-400c-920d-e5fbfec3511b","Lactobacillus_fermentum",88.6394557823129,0,1884
"836","0cea0c8e-425a-456d-8264-59b9f626c18c","Lactobacillus_casei",88.7434554973822,0,1990
"841","0cea4581-a0e0-43be-9969-79aa8a7e9288","Lactobacillus_casei",93.2052161976664,0,2280
"845","0cf6b329-a4d4-4526-bdf9-2c45e2df75e0","Lactobacillus_fermentum",94.1295546558704,0,2406
"847","0cfc3a41-0118-4075-9205-3478a77a5e97","Lactobacillus_casei",91.4792092706203,0,2128
"853","0d1b6271-0488-4ec4-8e12-fe21d2685fb4","Lactobacillus_paracasei",88.0521361332368,1,1726
"855","0d234325-c661-4b6c-b158-2410b7fa7a49","Lactobacillus_casei",88.4961884961885,0,1826
"865","0d25208e-3e1b-4251-9144-d53907f7ace7","Lactobacillus_paracasei",86.9753979739508,0,1606
"866","0d29143c-2fd0-41e1-84e5-e3954158cc59","Lactobacillus_casei",85.2079072937969,0,1606
"872","0d313745-a83f-4e0e-8231-a0c0253cacba","Lactobacillus_casei",86.8618107556161,0,1748
"876","0d522a15-2362-4d4d-85a7-1d9cfd31e36c","Lactobacillus_casei",96.1459050240881,0,2538
"881","0d5f3e9e-cc6c-4960-9c34-d4995b71e524","Lactobacillus_brevis",88.1425633995888,0,1850
"886","0d77499a-bd46-4863-8523-af7b4ea9a927","Lactobacillus_buchneri",87.0664739884393,0,1674
"887","0d9988e8-1f28-46a5-816f-18515c62a494","Lactobacillus_casei",92.7586206896552,0,2204
"891","0dd91fd8-043b-4787-a9fc-86ac83edf165","Lactobacillus_fermentum",87.3848334514529,0,1682
"898","0ddc21d0-794f-4116-9d8e-b163bddf78e9","Lactobacillus_fermentum",94.8439620081411,1,2476
"905","0de3ebd9-4f01-41aa-b972-dd561e1ab47a","Lactobacillus_sakei",82.5962910128388,1,1290
"908","0df215a5-3a06-4df1-b88b-2bc88cf51582","Lactobacillus_paracasei",93.2098765432099,0,2280
"911","0df7fb42-c8a1-4f17-a72e-cd2db07f72f2","Lactobacillus_paracasei",92.6829268292683,1,2202
"913","0e14b17f-77aa-4c99-9a78-8ef1215b46eb","Lactobacillus_casei",92.8671328671329,0,2188
"918","0e1b8b18-6415-4ece-ac5f-80341c9ce21e","Lactobacillus_fermentum",94.19002050581,2,2378
"924","0e35808b-3ba5-4b0f-8d7e-60a3c2980569","Lactobacillus_casei",82.8894806924101,18,1410
"926","0e59c922-7519-4a2c-8bfb-1b3d3b41c96c","Lactobacillus_fermentum",88.8074616922052,0,1922
"929","0e64402d-6da3-4404-ba6f-d6d49f3594f9","Lactobacillus_fermentum",94.9258391881343,0,2124
"934","0e695205-3e91-4814-a1fe-bf6cff3941e1","Lactobacillus_brevis",85.4092526690391,1,1548
"939","0e70f230-77f7-445b-925b-312a10ffc7b4","Lactobacillus_fermentum",94.5741758241758,3,2408
"940","0e856dad-9681-46a7-993f-33bba893d1bd","Lactobacillus_casei",92.8864569083447,0,2252
"945","0e8bd3e2-89c3-4945-8375-335a203c1a25","Lactobacillus_fermentum",93.2377049180328,0,2284
"948","0e9143ae-19e5-42ba-8a30-0867590975fb","Lactobacillus_fermentum",92.8332217012726,11,2314
"951","0e96ad45-d29d-4790-9e6f-7bec9e0e2e9a","Lactobacillus_casei",94.718792866941,0,2418
"955","0e9c4aac-2d5c-4e67-9c85-2e48c2929fbb","Lactobacillus_fermentum",93.8524590163934,0,2326
"963","0eab9ec1-8a7d-4055-8129-655fc2bc8877","Lactobacillus_delbrueckii",85.3690398432397,1,1684
"965","0ec95521-5fc4-4759-a832-4885904be2e5","Lactobacillus_casei",87.7496671105193,0,1916
"969","0ecdd4e5-b185-400d-9577-957b8593a6b5","Lactobacillus_salivarius",79.8825256975037,0,1012
"974","0ee818bf-654c-48be-a87e-5a7f041ce7ab","Lactobacillus_casei",88.7836853605244,1,1776
