"","Query","Tax","Matching","MapQ","AS.max"
"338","05931228-ca1a-4089-b78f-5e96d2208ccf","Lactobacillus_paracasei",95.9944751381215,12,2518
"340","05a93d37-5cf9-4117-9e76-c0a6e3232693","Lactobacillus_fermentum",89.4479385045423,7,1914
"344","05b24635-299d-440b-b3ec-eacff3877e13","Lactobacillus_casei",84.434270765206,0,1550
"351","05b757d6-0675-4ae1-b174-37e780a348af","Lactobacillus_fermentum",93.7457511896669,9,2338
"355","05c0432a-f62c-48bc-805b-2ebf492ba61f","Lactobacillus_casei",93.2739059967585,0,1932
"360","05e25507-86ce-41cb-86ba-9ed43188679b","Lactobacillus_fermentum",92.822966507177,0,2264
"363","05e62c0f-df95-4ab8-b922-713eaa5c0e08","Lactobacillus_casei",87.977369165488,0,1738
"370","05edc8c9-4929-489c-a00b-7da94bc2c745","Lactobacillus_buchneri",88.323782234957,1,1788
"374","05f9edc2-e0a4-4298-8689-b276da94db43","Lactobacillus_casei",94.0370116518163,0,2356
"378","061b78f6-6ba2-45ad-9cf6-99df3f116aa8","Lactobacillus_fermentum",87.8423513694055,1,1912
"383","0621f412-61a6-485e-81c7-99870597cadf","Lactobacillus_paracasei",78.5670545009186,1,1094
"389","064c3595-d72a-473b-bfdf-6a86f61fd8ae","Lactobacillus_fermentum",87.8972278566599,0,1884
"391","0653d325-8837-49d5-8b81-b86137e3beb0","Lactobacillus_casei",87.1241830065359,0,1824
"394","06756d16-ca39-45b1-ad8c-86be1c6a255c","Lactobacillus_casei",82.0224719101124,0,1330
"402","06a83a7f-cd9e-4265-bf31-113d081c71ab","Lactobacillus_fermentum",96.4285714285714,0,2564
"406","06ac9503-63ce-464f-8eab-b7a0072414fe","Lactobacillus_fermentum",90.7482993197279,2,2088
"409","06b5bdc3-eee1-421a-85a3-91f851019ca9","Lactobacillus_casei",85.7950530035336,0,1572
"414","06d945a9-9d65-4f31-b0c2-b5d0c2df30bd","Lactobacillus_fermentum",92.5875085792725,1,2238
"419","06db9b41-1582-463c-9086-aa50ed2e475b","Lactobacillus_paracasei",90.4891304347826,1,2058
"422","06f93d13-4ba8-4ab8-90c4-2df28a753e11","Lactobacillus_casei",87.3517786561265,0,1850
"427","0701a2db-70d0-481c-8c1a-124dc7f5b77a","Lactobacillus_buchneri",87.4285714285714,0,1700
"431","0709b17c-d5d5-48cd-8fa2-1aa8d749d947","Lactobacillus_buchneri",87.5,0,1692
"434","07204c99-60e7-4383-b0ce-fcc49cebc45d","Lactobacillus_fermentum",86.6889632107023,0,1720
"437","0721cac5-2457-4690-900b-ed1fb9d034db","Lactobacillus_buchneri",82.0948336871904,1,1302
"442","072c8899-43df-4cae-aee6-b104cf1baf60","Lactobacillus_delbrueckii",84.1370558375635,1,1586
"447","073a9788-62f7-481b-83e1-c2ef64b5e9aa","Lactobacillus_delbrueckii",85.9893758300133,1,1670
"451","07641f93-8ab7-446b-8750-6aa87c9b50fc","Lactobacillus_fermentum",94.0176750509857,0,2394
"454","07914238-633c-4df5-a28b-6b3076c6d220","Lactobacillus_casei",87.6396648044693,0,1742
"458","07e19194-9908-4e85-9b38-b4f70171d35a","Lactobacillus_casei",94.1419710544452,0,2350
"464","07f81dd8-c4e6-43fe-a40e-9f7ab69b36de","Lactobacillus_paracasei",91.6838487972509,1,2150
"465","08143e38-4306-4b36-9ead-3bba2ec39e99","Lactobacillus_casei",87.8016085790885,0,1874
"470","081dcec5-26de-4caa-908e-67d42d96e40d","Lactobacillus_casei",91.2896691424713,0,2152
"477","082163c0-7b68-4f3b-8adb-0f0f455c2955","Lactobacillus_buchneri",85.9562455892731,0,1604
"481","082cccbc-7a2d-46d1-ac2b-7e65dadbbb70","Lactobacillus_paracasei",87.3472322070453,19,1656
"484","0856b3d6-4e43-4e7f-9851-9fdd50663ce9","Lactobacillus_fermentum",89.7333333333333,0,2030
"488","0858d133-5575-4872-bc99-c90c85c5d4e9","Lactobacillus_fermentum",93.5197817189632,0,2322
"494","089ff185-8b0a-4a4c-b07b-0c7c9ecab611","Lactobacillus_oris",94.1500344115623,0,2358
"499","08a142d7-9faf-443e-aaa6-af09099a51cd","Lactobacillus_buchneri",82.2793148880105,0,1388
"503","08b50f9b-614d-4538-889b-00d7c57ce9dd","Lactobacillus_fermentum",87.3046875,8,1844
"507","08b7ff06-1cfd-4bd0-85f2-138b9866f58c","Lactobacillus_fermentum",94.9488054607508,5,2450
"510","08b8032d-06de-4751-a670-039014808285","Lactobacillus_fermentum",86.0096485182633,0,1622
"514","08d0251e-6234-4317-8d9c-6a43d15efe9d","Lactobacillus_fermentum",96.374829001368,0,2592
"517","08de2b78-ed64-4357-949d-aa87b24094ca","Lactobacillus_delbrueckii",89.8191560616209,0,2048
"520","08df1b9b-3b4f-4a02-9cc6-46546ea88dbd","Lactobacillus_buchneri",87.0289855072464,1,1634
"525","0904b085-d196-4be1-8aec-a49aa8a3b694","Lactobacillus_casei",83.6845683208702,1,1434
"528","09103960-0aa7-4da4-8b7e-b57d90efbee7","Lactobacillus_casei",86.3003663003663,0,1570
"531","09153ce8-0706-40f5-8d30-8ad477c2dcdb","Lactobacillus_casei",92.7111716621253,1,2234
"535","094915df-24a7-475e-8e25-56b17338a54a","Lactobacillus_casei",90.7849829351536,0,2046
"538","09520cc7-0315-4b43-a9a9-400ca11d57d3","Lactobacillus_casei",92.5648021828104,0,2258
"543","0954e992-0cf0-4e2d-9f36-10a81015cb6e","Lactobacillus_casei",89.9131596526386,0,2030
"547","09876041-79e7-4cce-8621-b63b532695f6","Lactobacillus_casei",93.0843706777317,0,2274
"552","098f5f48-b18b-4b2e-86d2-1ad1dd027669","Lactobacillus_buchneri",90.9163987138264,0,1784
"555","09916696-56aa-4113-95b7-18e42854cd6f","Lactobacillus_casei",82.6468602295746,0,1404
"563","09923efd-3435-4d53-b027-3d8d6c732667","Lactobacillus_fermentum",89.4393741851369,1,2040
"569","09a02961-dd37-4979-8dba-0bdadb1321c0","Lactobacillus_fermentum",89.3262174783189,1,1972
"573","09a94e1e-7eed-44f6-b565-f0fe205991fb","Lactobacillus_paracasei",91.7894736842105,1,2120
"576","09b92781-b3f7-4f5e-85ed-2bc410733730","Lactobacillus_paracasei",92.9596719070403,1,2270
"579","09bbc085-b94b-4567-bdd5-62b841bdd362","Lactobacillus_casei",87.5952875952876,0,1782
"587","09d6cdbd-9a9f-4e19-bf8a-13cea5a080be","Leuconostoc_lactis",82.4666666666667,60,1352
"589","09ef8087-9df0-4389-a2d6-8c92b310a370","Lactobacillus_buchneri",85.7968620974401,0,1340
"596","09fe840e-860f-40da-8774-8cafa0bfe967","Lactobacillus_paracasei",88.2786336235767,0,1870
"599","0a01c856-f999-4c39-9f81-ad056a8d301f","Lactobacillus_paracasei",93.7241379310345,1,2316
"601","0a38213e-256f-4b6d-99e6-b8d5f59bd41e","Lactobacillus_casei",88.4565499351492,0,1962
"604","0a4ea847-2409-4dcf-9e5a-1a2892f6bb73","Lactobacillus_casei",89.9518238128011,0,2002
"608","0a599941-5c13-4c7b-a970-3b1757d2ceb3","Lactobacillus_casei",79.8119122257053,0,1190
"612","0a5cc021-5ad4-4149-a91e-a0f0b3e9eb1e","Lactobacillus_casei",93.9959973315544,0,2418
"617","0a602bf4-8ac1-4058-87a7-90e9fa574898","Lactobacillus_fermentum",85.7528696826469,0,1652
"619","0a6b939d-6680-4563-97da-32067894e832","Lactobacillus_brevis",75.7062146892655,1,618
"628","0a933ad0-6ad0-4b03-afa5-f3b32284807c","Lactobacillus_fermentum",92.794017675051,2,2296
"633","0a9c0d3f-2675-4e95-8b5e-d7f1bfb799ce","Lactobacillus_fermentum",87.9581151832461,1,1900
"637","0abdfbfe-9c81-41de-bc69-0a0358717c9e","Lactobacillus_delbrueckii",95.0310559006211,11,2420
"640","0af0e8e1-b8ef-42e5-96f5-63fc3937822c","Lactobacillus_paracasei",95.0515463917526,0,2456
"641","0b1175ba-d28a-4dc8-b162-e295093bac86","Lactobacillus_casei",95.7872928176796,0,2504
"647","0b24c2c1-1aa3-4590-85d6-6ce706461a8f","Lactobacillus_delbrueckii",94.6575342465754,0,2412
"649","0b369f4a-8caa-4af4-a1ea-5a9de8d411f2","Pediococcus_pentosaceus",87.7834674469642,0,1688
"652","0b3d18ef-2790-47ea-bb44-7dddf452fa9e","Lactobacillus_fermentum",94.3681318681319,0,2396
"655","0b41376f-3854-4d92-9b2f-f50f38d2d161","Lactobacillus_casei",95.1568894952251,0,2470
"658","0b46fb8f-35aa-48f0-b8bd-7558fd9837a6","Lactobacillus_casei",93.3105802047782,0,2272
"661","0b5ad59b-e732-458e-870d-5d8fee8c2c90","Lactobacillus_casei",95.3135768435562,0,2478
"668","0b6d7320-942e-43e6-b142-5855949b6f50","Lactobacillus_delbrueckii",90.7152682255846,0,2042
"672","0b7af825-0216-4881-81e9-f5f39627a52e","Lactobacillus_delbrueckii",93.3060109289617,6,2288
"674","0b9cdd76-cfb2-4153-aa37-2e361af8a9b3","Lactobacillus_casei",94.3072702331962,0,2380
"677","0ba6427a-80e3-4162-894f-ed09f2644ebe","Lactobacillus_casei",90.5982905982906,1,1986
"679","0bae0034-5bc5-484f-a5a2-0bd74415df14","Lactobacillus_casei",85.4152599594868,0,1584
"685","0bbdae56-c15e-41bd-887c-83b90fad52da","Lactobacillus_fermentum",89.8453261600538,4,2032
"692","0bbdbfd8-46bc-4bcb-b335-031ced4fa3e0","Lactobacillus_fermentum",91.9673247106875,1,2186
"693","0bbdff04-34c7-49d1-bba6-529d607414df","Lactobacillus_casei",92.8767123287671,0,2284
"696","0bc74afb-32bd-4839-bad4-31b51c138802","Lactobacillus_delbrueckii",90.0358422939068,0,1922
"698","0bd9e962-b5af-4cad-9bb8-b2642e2353a5","Lactobacillus_fermentum",91.6155419222904,0,2160
"703","0c01c61e-880f-4b7b-a702-ecfda432c2e6","Lactobacillus_fermentum",85.1106639839034,0,1596
"707","0c075f2d-8d63-47ef-8488-a4cc78ed55ed","Lactobacillus_casei",89.7489539748954,0,1926
"712","0c0b04d3-6d5b-4187-b2c9-76ae75ad1379","Lactobacillus_rhamnosus",87.0266479663394,0,1680
"715","0c19044a-6b63-40a8-8113-5eb0e58105e6","Lactobacillus_paracasei",94.5682451253482,0,2368
"716","0c2c007c-0d95-463d-8593-36dd1065a623","Lactobacillus_casei",86.4583333333333,0,1792
"720","0c320655-5a5d-4fd9-bf5a-9d6d91b7c0a6","Lactobacillus_casei",89.2297205180641,1,1924
"724","0c3bf63d-a665-47cc-927a-e46b0edc2f6e","Lactobacillus_casei",91.4749661705007,1,2166
"730","0c41ae3f-7384-4f7c-8702-e3462c305e3b","Lactobacillus_fermentum",90.224032586558,0,2030
"734","0c6c5ba3-91d4-4ce6-82fb-d5b80883eda2","Lactobacillus_paracasei",90.3225806451613,1,1992
"737","0c72635e-324a-4b48-8ca9-b1c488e1cae0","Lactobacillus_fermentum",88.5733157199472,7,1920
"739","0ca4285b-d693-406d-ad37-3e8fcc97741e","Lactobacillus_casei",94.9105914718019,0,2436
"744","0ca57c22-4933-472a-b05f-737c3fcfbdf2","Lactobacillus_salivarius",87.205146533238,15,1692
"747","0ca8efb0-48e8-4dc1-ac68-856eb1de0471","Lactobacillus_fermentum",93.1525423728814,3,2280
"752","0caa0f46-edc2-426a-8af4-17385a7b21a9","Lactobacillus_paracasei",92.4324324324324,1,2246
"755","0cb84010-12cb-4782-83fa-3fbfc8eefe6c","Lactobacillus_fermentum",95.6074124914207,6,2490
"759","0cbdc2e3-b41b-4e12-9c43-fc3fad6c2f00","Lactobacillus_fermentum",90.4199475065617,0,2120
"761","0cc9e76b-d3c2-4d18-aa55-3c3b48c82d0e","Lactobacillus_casei",91.0027472527473,0,2086
"767","0cf42961-9f62-42f3-b39a-cf9f88a5579c","Lactobacillus_delbrueckii",87.0523415977961,1,1746
"771","0d00ebed-4c4c-4a0c-8967-4c2a0b50bfae","Lactobacillus_fermentum",85.2631578947368,1,1680
"777","0d1039c8-67ad-40dd-9f28-0bfe7e0bedda","Lactobacillus_rhamnosus",87.8607809847199,1,1458
"783","0d2c2ad1-f311-428e-b993-cbd7d4fd9407","Enterococcus_faecium",79.9698795180723,0,1000
"785","0d3b3b73-9ced-4deb-8a9c-cd8b0e217b59","Lactobacillus_fermentum",94.9210706932052,0,2426
"790","0d3caa17-ddc4-4571-ba4c-5e8f22a8886b","Lactobacillus_casei",92.4657534246575,0,2216
"793","0d414923-0694-4eb7-a5d7-f669aa27dc91","Lactobacillus_casei",95.2577319587629,0,2468
"795","0d54586f-4913-4fe9-88ae-b689ca251f83","Lactobacillus_casei",95.1436388508892,0,2474
"800","0d54fe5d-5f34-4839-bd93-39d0f9bf0cbe","Lactobacillus_paracasei",89.868804664723,1,1850
"803","0d558e85-6454-46d4-8021-b5cf034f9aa9","Lactobacillus_fermentum",89.4342194955692,0,1952
"806","0d686b70-388c-4d89-8be7-2437d1f84b12","Lactobacillus_buchneri",83.4408602150538,0,1342
"809","0d758757-37f7-4d6a-85de-c55a5ce01a39","Lactobacillus_casei",88.5608856088561,0,1728
"815","0d8b6498-b6ba-49a8-8043-dc2df556088b","Lactobacillus_paracasei",94.3603851444292,13,2406
"819","0d9a3a7e-af62-43b2-90bd-481291c309ae","Lactobacillus_oris",89.9868247694335,1,2074
"820","0dae3c7a-64a7-4336-8c32-de638391b311","Lactobacillus_casei",94.8418156808803,0,2420
"827","0dc36d54-2676-4171-a260-25cbfab19d71","Lactobacillus_fermentum",91.4073071718539,1,2130
"831","0de310b7-e37e-40d5-83d5-eaca62889f6d","Lactobacillus_fermentum",94.6111869031378,0,2436
"834","0dec6598-137a-4293-ab09-60c39157ab3d","Lactobacillus_paracasei",93.8566552901024,1,2374
"837","0dedfc23-02d3-4442-9467-7de4cffac3f4","Lactobacillus_fermentum",82.1729150726855,1,1158
"843","0e070a23-13b7-42c5-bb8a-35309b6ece8c","Lactobacillus_casei",94.2465753424658,0,2396
"848","0e0bff3d-923e-43e0-89cd-3ca2d360a8a8","Lactobacillus_buchneri",86.3407620416966,1,1596
"851","0e1a441c-150c-4c93-a054-e8733fd87358","Lactobacillus_paracasei",89.3026404874746,0,1958
"855","0e1cf1a3-8f73-4fb2-babe-44ba60ab493a","Pediococcus_pentosaceus",87.7282688093499,1,1684
"862","0e2283e9-1b07-4720-b351-2ab434fe3619","Lactobacillus_paracasei",90.0949796472185,0,2050
"866","0e2ecf0f-2545-4b9d-b0a6-9b662c5a3a92","Lactobacillus_paracasei",94.3548387096774,1,2436
"867","0e352f6a-9766-404d-83b7-82fef8263ad7","Lactobacillus_casei",94.4520547945205,0,2402
"872","0e501218-10d9-4156-80bd-f1ad7ee4f97b","Lactobacillus_fermentum",96.3673749143249,9,2584
"876","0e74ddf1-ee83-49ba-b59e-9760aabffec8","Lactobacillus_casei",90.2925531914894,1,2098
"880","0e8316ff-9be4-425c-9372-74a342a20d22","Lactobacillus_casei",91.2508544087491,0,2106
"882","0e840562-443f-4021-a9ea-7dbee0b81ae5","Lactobacillus_casei",93.429158110883,0,2316
"886","0e8da9f9-6eb7-4a18-bcd9-915f42a55950","Lactobacillus_casei",89.5772594752187,1,1836
"891","0e922080-2c29-4934-a2cc-d24e78bdff08","Lactobacillus_buchneri",88.5818181818182,1,1772
"897","0ead4f7f-89b4-45e4-bd65-cbe674a2f2b1","Lactobacillus_rhamnosus",86.6764275256223,0,1584
"898","0ecff05b-83fe-46c6-b815-a14f1d95076f","Lactobacillus_casei",88.5813148788927,0,1842
"904","0ee15d6f-2a66-4f38-a088-84954b075fc8","Lactobacillus_fermentum",95.4757152361943,1,2566
"908","0ee72b95-0219-4ab7-9e9d-9d1c9a347384","Lactobacillus_casei",86.7279894875164,0,1764
"912","0eeeba70-aa70-4f37-a1ec-25ae47388a4b","Lactobacillus_casei",89.4878706199461,0,1986
"917","0eefbcab-3a6b-4ba2-a1ef-a47e9a7adbcd","Lactobacillus_casei",86.9918699186992,1,1762
"923","0f00a768-b31d-47b1-a042-bb64a5b10cf9","Lactobacillus_fermentum",91.1468812877264,0,2175
"928","0f0b4134-3419-41e2-9895-80194dfbb9e9","Leuconostoc_lactis",87.2282608695652,60,1796
"931","0f13c117-46dd-4aaa-af05-e3a453670f86","Lactobacillus_delbrueckii",87.7749029754204,0,1898
"936","0f147536-8395-4593-acd3-e47475fbd131","Lactobacillus_rhamnosus",88.4748102139406,0,1848
"940","0f32a10d-5871-44f4-901d-fdcec6e28a67","Lactobacillus_paracasei",89.9403874813711,0,1834
